"ID","Gender","Married","Age","Children","Health_index","Salary","Housing","Location","History","Strategy","AmountSpent"
"b98655334258000159a4e03dcf2b6db8","Female","Single","Young",3,1,54400,"Rent","Close","Low","Brochure",342
"f07bcdd98d277dbef41b62cb5ab9c128","Male","Married","Young",0,2,84200,"Loan","Close","High","Call",1654
"a52801ce7ef89c0630693f077d00848a","Female","Married","Young",0,2,13800,"Loan","Close","Low","Call",363
"be43becc96b243cae2fe11ad2282d94b","Female","Single","Young",1,3,14500,"Loan","Far","Low","Message",222
"abf1d04169f2865248c1b27b45fa9dcd","Male","Single","Adult",0,2,21300,"Loan","Close","Low","Call",677
"1cb56f40fce5e28155dc4a5dfe88301e","Male","Single","Adult",0,2,29000,"Loan","Close","Low","Call",482
"bb541bc95d0104569c7aec5afdb0e27e","Female","Single","Young",1,2,14600,"Own","Close","Low","Call",385
"df8a6a8ad01c36dd70526eb9e784f836","Male","Single","Adult",0,3,65300,"Rent","Close","High","Call",1443
"ea5cfd5ff4ec3629a743961b8dcbb24c","Female","Married","Adult",1,1,100800,"Rent","Close","High","Call",1789
"7712d4f8c5329d6a89e9f7826c2b2731","Female","Single","Young",1,1,19800,"Own","Far","Low","Call",991
"bffa03247c252183cf64e75711a567ae","Male","Single","Adult",2,2,56700,"Rent","Close","Low","Message",536
"0aa73469fe31c7841540f3c6577ee66f","Male","Married","Adult",0,2,90200,"Rent","Close","High","Message",2183
"cdb96dc32990825875d148ef664875c8","Male","Single","Young",1,1,26100,"Rent","Close",NA,"Message",494
"904946bf5217591dc1f14c6aed292831","Female","Single","Young",0,3,15900,"Rent","Close","Low","Message",503
"09015faf1195fc74085fc742d4620be0","Female","Single","Young",3,3,12700,"Own","Close","Low","Brochure",87
"6367f759e5666b6f3c99cbb1fc6a54f6","Male","Single","Adult",0,2,43200,"Rent","Close",NA,"Message",917
"4a55a3f2894d6ac33da6aac67abee6a1","Female","Married","Adult",1,1,114100,"Loan","Close",NA,"Brochure",1976
"b093c663798dd2ce6e9ce0f8c388c0de","Male","Married","Adult",3,2,96100,"Rent","Close","Low","Message",316
"c32154e17713a9cf17eb1cef6102f53c","Male","Married","Young",0,3,97200,"Rent","Close",NA,"Brochure",1634
"6ab93ead836d49fc9f28e0b44da69a04","Male","Married","Young",2,2,82400,"Own","Far","High","Brochure",2035
"3998453c5d17cdcfd559afe772d3e0b1","Male","Single","Young",0,1,62000,"Rent","Far","High","Message",3293
"248c4d00960df1fae0c8e8b77c22b5ca","Female","Single","Adult",1,1,13400,"Rent","Close","Low","Message",143
"a7169a292742d62af45ee8f86be28330","Male","Married","Adult",3,2,108200,"Loan","Close","Low","Message",635
"ef3a6a4e95b12ae4b32917e6562ec92b","Female","Married","Young",0,2,76200,"Own","Close","High","Brochure",979
"0df0c0c0968eff146c0edaeca5d75e76","Male","Married","Young",1,1,81800,"Own","Close","High","Message",1838
"f7746ccb1208942a75a75e4c371eeefc","Female","Single","Adult",0,2,12000,"Rent","Far","Low","Call",264
"f716435f91fc18c91eef3254fbada9ec","Male","Married","Adult",0,3,76100,"Loan","Close",NA,"Message",719
"fb1ca42b2baa5095cb1409ddd0b39698","Male","Married","Young",1,1,82100,"Rent","Close","High","Call",1308
"1fad9c1bd503683943d9b7b0a1323c53","Female","Married","Young",0,3,103300,"Rent","Close","High","Message",3378
"3ad40e4e61ee4d7273ba9dc5c913bb73","Male","Single","Adult",1,2,14200,"Loan","Close",NA,"Brochure",400
"99268f12b5adf6cbad76f8059c1e0d59","Female","Single","Young",0,3,47500,"Rent","Far","High","Brochure",847
"7fee7cbdefcb3adb5e839feb224467a6","Female","Single","Young",1,2,31300,"Loan","Close","Low","Call",357
"5dddc75fc73c221f60c8569823226903","Female","Married","Young",1,2,32700,"Rent","Far",NA,"Call",1276
"2380a2dba5c41f7e158bc4317e42413d","Male","Married","Young",0,1,72200,"Own","Close","High","Call",2492
"c3c4cd5f8d50154b0e51f666daf3cab3","Female","Married","Young",2,2,107600,"Own","Close","Medium","Brochure",1512
"1f1c2bb603f365d1b9e6a2e8cf38db2e","Male","Married","Adult",2,3,109900,"Loan","Close","Medium","Message",870
"fd81ff1121a5dcc09dcc1bda3b1ae671","Female","Married","Adult",2,2,65400,"Loan","Close","Medium","Brochure",938
"5304e868566f186db2ee5ede8e37a03f","Female","Single","Adult",0,2,43300,"Rent","Close",NA,"Message",1584
"f565ef466405b9ab014fa0fef061e5a8","Female","Single","Adult",0,1,51900,"Rent","Close","Medium","Call",1148
"cbc77f27e376dd91e47e3bf104d0e2be","Female","Married","Adult",0,3,80600,"Loan","Far","High","Call",2840
"5c25246296c659a4f5076e7d34ba8416","Female","Single","Young",0,2,42700,"Own","Close","Medium","Call",827
"93446e41d717b7d13a86210cc49cdb1f","Male","Single","Young",0,1,19000,"Loan","Far",NA,"Brochure",428
"03e6bc9dd3dd7a9206dbacfbc15d811f","Female","Single","Young",1,3,14500,"Own","Close","Low","Brochure",183
"699019b764fbdff8cf52192655168412","Female","Married","Young",1,2,68200,"Own","Close",NA,"Brochure",818
"26e7ebaf0509f3636b7a68c785752de0","Male","Married","Young",0,2,36700,"Rent","Close","Medium","Message",731
"235e5fef666013baa4cef96687cb8e81","Male","Married","Young",0,3,54600,"Own","Far","High","Brochure",2163
"b2549175f47d485f9decfa2a0db95eec","Male","Married","Young",1,2,65900,"Loan","Close","Medium","Message",1081
"21da0be5a17a9173314159a38131029e","Male","Single","Young",0,3,39600,"Own","Far",NA,"Call",1085
"46ad99de072ebf34d828edf71a882b0e","Male","Married","Young",3,2,67300,"Own","Far",NA,"Brochure",1212
"6e7dcfdc54bf1ebadf4d1a11aa52ba62","Male","Single","Adult",1,2,59700,"Loan","Close",NA,"Call",1422
"a83c57d87c56b1442a812dbf02aa15f6","Female","Married","Adult",2,1,102800,"Rent","Far","High","Call",2238
"67479c9f952a83b66ef6d6889a322e9c","Female","Single","Young",0,3,34700,"Loan","Close",NA,"Brochure",1615
"50ff192bf61390b546652af10d5875f1","Male","Single","Adult",3,3,50600,"Own","Close",NA,"Brochure",713
"a17cd43c1993b872e2965c6e13015f4e","Male","Married","Young",2,3,106700,"Own","Close","Medium","Call",607
"2f0d90bcedeeb73d1f30455d91bcf802","Male","Single","Young",1,2,53900,"Rent","Close","Medium","Call",735
"baada89a3cc131524ff03d363a773a43","Female","Married","Adult",2,2,25500,"Loan","Close","Low","Message",139
"ab6837683baa3ff1991b05eb5da42934","Male","Married","Young",1,1,46300,"Loan","Far","Medium","Message",1357
"5202c72736b07ef24367659aae450b72","Male","Married","Young",0,2,55500,"Loan","Close","Medium","Brochure",858
"6c9dcb23b635b3682e7fa3416e8f8f9d","Female","Single","Adult",3,1,27800,"Loan","Close",NA,"Brochure",408
"d96c3bfa37ada195aa46042af4a9a4b4","Male","Married","Adult",1,2,118600,"Rent","Close",NA,"Brochure",1553
"9bfbfa917aae4d22b3abfbe4bc7f0a54","Female","Married","Young",3,2,130700,"Rent","Close",NA,"Call",2070
"73b743ddfa4bcaa5712130d216c6742d","Male","Single","Adult",0,1,42800,"Rent","Close","Medium","Message",922
"64fa01874d7beb3b01c783c21033039b","Female","Married","Young",1,2,118300,"Rent","Far","High","Brochure",2502
"3ccba9820734b8ee1980641dd71beaf8","Female","Single","Young",2,2,25600,"Own","Far",NA,"Message",426
"e782bd33c6d6cb6cad731705acfb3d8e","Male","Married","Adult",2,3,63500,"Loan","Close",NA,"Brochure",2321
"6a2b960341c08c4cc10ccd66b2c2c2af","Female","Single","Young",0,3,30900,"Own","Close","Medium","Brochure",862
"0878bcecf95b42c743fe0b6bbc8f8e41","Male","Single","Young",1,3,55900,"Loan","Close",NA,"Message",2555
"1090e032be95676d97929e131fab87c2","Male","Single","Young",0,1,53900,"Loan","Far",NA,"Call",1186
"503e5bdf2a01ad23a5c702c552ed9a1a","Male","Married","Adult",0,2,84300,"Loan","Close","High","Brochure",2842
"9b0afd45368beef40413f8b6d488b130","Male","Single","Adult",1,2,53400,"Rent","Close","Medium","Call",886
"59c65bc1e468201a8a1ddc6880e18a56","Male","Married","Young",1,2,96900,"Own","Close","High","Message",1420
"0ef4a40cfaf3cf9a7435d77d7d0b0efe","Male","Single","Adult",1,3,55800,"Own","Far",NA,"Message",821
"7545b71a5e48ba999c69e3a6dc9f1423","Female","Married","Adult",1,2,25900,"Own","Close","Low","Message",242
"eab90c95816ee52810a61105b9417138","Female","Single","Young",1,2,22000,"Own","Close","Low","Brochure",472
"6971d1f98ee0184d83236377a02617de","Female","Married","Young",2,2,96700,"Rent","Close","Medium","Call",1231
"3708aa2c277b63cafecda67b9c83340a","Female","Single","Adult",1,1,40200,"Own","Close",NA,"Brochure",881
"314c7625b0ac75c3e91672500d17333d","Male","Married","Young",0,3,26800,"Loan","Close","Low","Message",435
"f38043fcfdc7d25058ecd35ff71bec45","Female","Single","Adult",2,3,16700,"Rent","Close","Low","Brochure",108
"bb7c254b998fb6ceb3af117c2680bf16","Female","Married","Adult",2,2,40900,"Loan","Close","Low","Message",576
"d5ada7bffb612b344ae53aad8d1f2d6d","Male","Married","Adult",3,2,41500,"Own","Far",NA,"Message",1314
"6204dc8ca534ddc16ad017b70483647f","Male","Single","Young",0,3,20900,"Rent","Close",NA,"Call",296
"2f7d7a391f86557e023d6301fc7d933b","Female","Married","Adult",2,1,69700,"Own","Close","Medium","Message",584
"bcdfc091c0b92d3240fc401b06bbcb12","Male","Single","Young",0,2,61800,"Rent","Close","High","Call",1156
"70682c1f132e6bd6380b4cd3f48c2729","Male","Married","Adult",1,2,102500,"Own","Close","High","Message",2464
"935d936e743bbaf984b4e1dfd9c9320d","Female","Married","Adult",3,2,48900,"Own","Close",NA,"Call",915
"50ee262901916fd03421e682b7756496","Male","Single","Adult",0,3,60300,"Loan","Close",NA,"Call",2091
"744ab7bf280e1a570278a8d6a238ef5a","Male","Married","Young",0,3,41600,"Own","Far","High","Brochure",1690
"10fa9dd88578da36f8424d1b3890eb82","Male","Single","Young",1,2,73700,"Loan","Close","Medium","Brochure",1274
"21422f7dc4040d3841245186b922236d","Female","Single","Adult",1,2,27000,"Own","Close",NA,"Call",1012
"506d34e23aabbfd14a481829d787400a","Female","Single","Adult",0,3,43700,"Own","Close","Medium","Message",950
"51acf32ee2edba84b821c8b1fe888b41","Male","Single","Adult",2,1,10200,"Own","Close",NA,"Call",333
"05826ddbdb4cfd68d8348a916d2c3d22","Female","Married","Young",2,1,63300,"Own","Close","Medium","Message",679
"ab32285bbe420a59a572d8ea7b231541","Female","Single","Adult",2,2,33200,"Loan","Far","Medium","Call",607
"d09f9dd7aa58d0db4f3c15c9a2108a71","Female","Married","Adult",0,2,78800,"Own","Far","High","Brochure",3398
"651ba4e45bdf2e4d0c69f01191ca6508","Male","Married","Young",0,2,82500,"Rent","Close","High","Call",859
"776b7982f51d31683b5ed7b9c2a4f61f","Male","Single","Young",2,2,80800,"Own","Far","High","Message",2444
"8c6cdf62c31355f0226a91b1cc85a7bd","Male","Married","Adult",2,2,88100,"Loan","Close","Medium","Brochure",1078
"5debc4f3d383c7d8f87f90fce1857d19","Male","Married","Young",3,2,124800,"Own","Far","High","Call",2537
"693b5a1b485083e6b2aa39cae2f5d8ee","Male","Single","Young",0,2,31900,"Rent","Close","Medium","Message",616
"58d4d495b773ed2b8f53e0901adf97f3","Female","Single","Young",3,2,53300,"Loan","Close",NA,"Message",508
"b0b961225ae1775e430ecb337505d6f8","Male","Married","Adult",0,1,15400,"Own","Far","Low","Brochure",297
"1b2e8f526c4f835e18decb4dc852a89c","Male","Married","Adult",0,3,70200,"Rent","Close",NA,"Call",1583
"8708966a094a131161ac291fc0742317","Female","Single","Young",3,3,23000,"Loan","Close","Low","Message",79
"94decc5c8ccc150d7cbe1ec67129fe79","Female","Married","Young",2,1,82400,"Own","Close","Medium","Message",657
"6831759676c33907f454055528be3e84","Female","Married","Young",0,3,97900,"Rent","Close","High","Call",2149
"4dc508b6dc1fee12ff3e54feb6370e06","Female","Married","Adult",0,2,88400,"Rent","Far","High","Message",3632
"d1a40c4471d3eef7ed099048ece247e2","Female","Married","Young",0,2,86900,"Loan","Close","High","Message",2230
"a4d15bfe284e904979d4cf69c294db31","Female","Single","Adult",1,3,45100,"Own","Close","Medium","Message",448
"7c7e10e9f5a9a6d3d4e0ed501d97196c","Male","Single","Adult",3,3,41800,"Loan","Close","Low","Message",301
"e8f3ed60f1db691db26943b3e7e5415a","Male","Married","Young",0,3,74800,"Own","Close","High","Message",1968
"dad712681171c5c5470ef6571daea50d","Female","Married","Adult",1,1,73000,"Own","Close","Medium","Call",490
"9504ab20065be255f256f31299ce69b3","Male","Married","Young",1,1,118500,"Rent","Close","High","Message",3063
"b37e649f2c1699b07067d32c5b142d4d","Male","Single","Adult",3,1,65300,"Loan","Close","Low","Brochure",193
"25650f0e55158fc3fd0b05d8af046fee","Female","Married","Adult",2,3,66300,"Own","Close","Medium","Message",544
"160ab0707d8319a6c07f8207278bab5d","Male","Married","Adult",1,3,103900,"Own","Far","High","Brochure",2666
"a0ae9d2794d525a4f7e4c8b14dad9a67","Female","Married","Young",0,2,71900,"Own","Close","High","Call",1846
"4dd3e66e5d5905f06e376ad8f6c66c73","Male","Married","Young",1,2,86100,"Rent","Far",NA,"Message",1255
"9713df5351bb25445e4d1b1122b2a065","Male","Married","Adult",1,3,96300,"Own","Close","High","Brochure",1081
"385372e9f337563efdadaf1b7f93db21","Female","Single","Young",3,1,10200,"Own","Close",NA,"Call",199
"3ccddc9010eb84f17a8fe78504a40a54","Male","Married","Young",2,1,96300,"Loan","Close",NA,"Brochure",3916
"0a79a6a6f108a700296a15f1b7594771","Female","Single","Adult",1,3,24000,"Rent","Far","Low","Brochure",357
"894308699acd3a2e9b388f2c3158ab03","Female","Married","Adult",0,2,46700,"Loan","Close","Medium","Call",983
"e18ffaac99a1a91658f9c63837cff9d9","Female","Single","Adult",2,2,53700,"Own","Close",NA,"Message",1194
"6cce8ddcd720ccca113ea820fef39f40","Male","Married","Young",2,2,108300,"Rent","Close",NA,"Brochure",2224
"d4b3665767dc32cd852e8db2a8645205","Female","Single","Adult",1,1,12100,"Rent","Close","Low","Brochure",90
"d3e291292cfd7a58ee018ae19a9b65cc","Male","Married","Adult",0,2,36600,"Loan","Close",NA,"Message",587
"5616a14192a5cf0b8000465ce355ca5c","Male","Married","Young",0,3,66300,"Own","Close","High","Call",1088
"1239050bd7886a8fc611278708b341a8","Female","Single","Adult",1,2,33400,"Loan","Close",NA,"Brochure",617
"2d7e0212c263041287518033ea4c51de","Male","Married","Adult",1,3,70000,"Own","Far",NA,"Message",1227
"c8d820c0511473736f51ff4dbdc33c87","Female","Single","Adult",1,3,47900,"Rent","Close","Medium","Brochure",662
"757ae8f3c6721867c6aa75bcb35e28ca","Female","Married","Adult",2,1,40500,"Loan","Close","Low","Call",622
"645923efc46e4948f781f88db3af88a3","Male","Single","Young",0,3,69100,"Loan","Close","High","Brochure",1477
"5f327548f36bdb47c330b3ea2337786c","Female","Single","Young",1,1,13300,"Own","Close",NA,"Brochure",236
"33b70e8771e3e3a1972a36d74a81814a","Female","Married","Young",1,1,75800,"Rent","Far","High","Message",1830
"f4b1beb859f4869a5b0539c4a012956f","Female","Married","Adult",0,1,48600,"Loan","Close","Medium","Call",1583
"3486b7f9cd0a60b53331322d3164ed69","Female","Single","Young",0,1,39600,"Rent","Close","Medium","Call",610
"9387bf3be33fd0e0ed428749159dabc8","Female","Single","Young",0,1,11700,"Rent","Close","Low","Call",193
"f207e5f4fe59650c8d3b9091bf65672a","Male","Married","Young",1,3,52600,"Own","Close","Medium","Message",1052
"250db894e4a1eca3b536c96b76cd18dd","Male","Single","Young",3,3,14600,"Loan","Close",NA,"Call",0
"8610cac7406e480185337ec455f89141","Male","Married","Young",0,3,123000,"Loan","Close","High","Call",3671
"3399bcd9e5a0085cdeb97ca9c7f8ae35","Female","Married","Adult",0,3,64600,"Rent","Far","High","Call",2206
"ee2394c59d09793bdb919ba73318412a","Female","Single","Young",2,1,34600,"Rent","Far","Medium","Message",748
"218af1e160c2d2122fe23f55616d8bae","Male","Married","Adult",0,2,74500,"Own","Close","High","Call",1481
"694a734b8116eb130bd82d8cac4855d7","Male","Married","Adult",0,1,56600,"Loan","Close",NA,"Call",1607
"b4921ffcc8491d0e47346750d65996cd","Female","Single","Adult",1,2,37000,"Loan","Close",NA,"Brochure",632
"9f7a1d7d5d5e33922480ed65a9af71bc","Female","Single","Young",1,3,18400,"Loan","Far","Low","Message",303
"c24664c1109f09ec5ab041bacaeaa0f4","Male","Single","Adult",0,1,25000,"Rent","Close","Low","Message",264
"8e69c503395036c850543e8f200cfe30","Male","Married","Adult",1,2,61400,"Loan","Far","High","Message",1575
"950228c8943d2b100d6980d4c1989149","Male","Married","Young",2,1,76400,"Own","Close","Medium","Message",881
"4e5876aa25115f7c5bc2e59cb771eb74","Male","Married","Young",0,3,55100,"Own","Close","Medium","Call",1439
"608905dac95ad95e3acb67a83e41ed6d","Female","Married","Adult",0,1,22800,"Rent","Far",NA,"Brochure",452
"d3c50f63a8b59a211eb49b99881b1a5e","Female","Married","Adult",1,2,10100,"Loan","Close","Low","Brochure",93
"7163ee3adabe6b9b1c4e31dcad73e530","Male","Single","Young",0,3,17800,"Loan","Close","Low","Call",292
"1727cec617b8a9fd1bf132b655f96d25","Female","Married","Adult",1,1,59100,"Rent","Close",NA,"Brochure",1426
"634f9fea07bfbba5c9ebe36071c35fa8","Female","Single","Adult",2,1,19700,"Loan","Far","Low","Message",330
"7efbae3e8e34ba573eb2aed1eab5d918","Male","Married","Adult",0,2,73800,"Own","Far","High","Call",3120
"c8bcd66b40ffe7c979542fe8c36d1e6f","Male","Married","Young",1,3,113300,"Rent","Far","High","Call",5151
"9a096e1655dae80717a220a0384a142a","Male","Married","Adult",2,1,118400,"Rent","Far",NA,"Call",3941
"827eae095a6f8ae3d63b2e6b64c65a03","Male","Married","Adult",1,2,92300,"Loan","Close",NA,"Message",2141
"3f008fd48acd942c3964222783bef3ad","Male","Single","Adult",0,1,11200,"Loan","Close",NA,"Message",106
"0a13474e9e361f9df1d8c1886c0bd18d","Female","Married","Young",0,3,30100,"Rent","Far","Medium","Message",530
"9ae398020f91b0ea7e4779eac2267bdb","Female","Single","Adult",1,2,43500,"Loan","Close","Medium","Brochure",500
"706e44a9ebb2efcd982b54a70e6e3bc8","Male","Married","Young",0,2,97500,"Rent","Close","High","Call",2837
"0754a77bc6c9b8c2e2b74101a250bb24","Male","Married","Adult",0,2,54600,"Rent","Close","Medium","Message",1246
"4d78117833043aaf898dfcc94e239d00","Male","Single","Young",1,2,42500,"Loan","Far",NA,"Message",798
"0cc7652c64536f3a7643dc8245ea3209","Male","Single","Adult",0,1,82800,"Own","Close",NA,"Brochure",1544
"95cbdc4459d9f883fcdc973f7004ad61","Male","Married","Adult",0,3,62300,"Rent","Far","High","Message",2644
"01c94b60b9394bfd6fc1178552ef5370","Male","Single","Young",2,1,21900,"Own","Far",NA,"Message",192
"6e857d7cf4f891125811142f2e52280c","Female","Single","Young",3,3,35600,"Own","Far","Low","Call",865
"17afc9aa81f7eb32824deeb5d9c06c0d","Male","Married","Adult",0,3,96900,"Rent","Close","High","Brochure",1159
"0c8d572e06c64f15c2a67930c4dc2f52","Female","Married","Young",1,3,36900,"Loan","Close",NA,"Brochure",1480
"684d076b280c954d51732e8155228d60","Female","Married","Adult",1,1,93500,"Own","Close","High","Message",1426
"794a4380ce0b98c562f5ccbf0d2e2d60","Male","Married","Young",1,1,97300,"Own","Close",NA,"Call",3048
"8fabb75714fdf77bf2f296d6f9d322a1","Male","Single","Young",0,1,21900,"Own","Close","Low","Call",276
"4c0603746721cf4f32112af43721c0c1","Male","Single","Adult",0,1,63000,"Own","Close","High","Message",1910
"343064aec9eb71fcc9af1e448352662f","Female","Single","Adult",3,3,11500,"Rent","Close",NA,"Message",157
"6ec49d4f15818435e9bdad74184147ac","Male","Single","Young",2,3,44600,"Own","Close","Low","Message",236
"9d156a3886d341d5bbcc9d750cc67f5f","Female","Single","Young",1,1,21900,"Own","Close",NA,"Call",576
"e6d79e3986cdf9df400c33becf5f681e","Male","Single","Adult",1,1,45100,"Loan","Far","Medium","Message",794
"e4a726b7ae87726bf2cbd5dfa5221f09","Female","Married","Young",0,3,74900,"Loan","Close","High","Message",1474
"4c0b786c4330262427430b352a59b595","Male","Single","Young",0,1,14200,"Rent","Close","Low","Call",250
"08ce9fda4ef149dd28fd5e89dacc58d8","Female","Single","Young",2,3,23200,"Loan","Far",NA,"Message",788
"48150e1db2978a5a2d23654333590534","Male","Married","Young",0,3,73300,"Loan","Close",NA,"Call",1694
"afa29f91806983f6345e64553e268021","Male","Married","Young",0,1,41300,"Loan","Far","High","Call",1985
"15c7764a256c5ee7d5d870cf7bf4d98f","Female","Single","Young",0,1,32700,"Own","Far","Medium","Message",1252
"0cf95c0fc94606503baa94ae7fccbcec","Female","Single","Young",0,1,35200,"Own","Close",NA,"Call",827
"d98933b7c34ff982628044f54d01c2db","Female","Single","Adult",0,2,13100,"Loan","Close",NA,"Call",314
"45509b8ee9e3d7cad380dd93b12c4854","Male","Married","Adult",1,2,97400,"Own","Close","High","Brochure",880
"1d8ace552c5a4722bdc452893269b05a","Female","Single","Adult",2,3,23100,"Rent","Far","Low","Message",466
"6027c7ce3e4baeec4529859cd83ef560","Male","Single","Adult",3,2,49200,"Loan","Close","Low","Message",210
"6740b6d3f82a0912fe275337043f0c2b","Male","Single","Adult",1,3,45000,"Loan","Far",NA,"Call",902
"289a9df9514e918e00ca23a7bc666c1b","Male","Married","Adult",0,2,87200,"Own","Close","High","Message",1274
"6e2e8e90890073ea788a5b4aeac5de4d","Male","Single","Adult",1,1,49900,"Own","Close",NA,"Brochure",1631
"99ae1cb35fd8ee1c0eff46e4ed76ca35","Male","Married","Adult",0,1,66900,"Own","Close","High","Call",1220
"7962b5ad771d9d9fc6590e70baa4aa8f","Female","Single","Adult",1,2,47600,"Loan","Close","Medium","Call",801
"8998704bf51973e68e19f8ec99f92dec","Female","Single","Adult",0,1,47900,"Own","Close",NA,"Brochure",1090
"49da2fb905149b341d6443fec64a01b4","Male","Single","Adult",0,2,59400,"Loan","Close","Medium","Call",1699
"1626b17522f5bdaf1a41933b0aa927b8","Female","Single","Young",2,2,32700,"Rent","Close","Low","Brochure",273
"eaafcdb212d8219575a826ced4ebffc2","Male","Single","Adult",1,1,34200,"Own","Close","Low","Message",523
"ceb08492e49ed2d62784b833bdc73eee","Male","Married","Young",0,3,96600,"Rent","Close",NA,"Brochure",1437
"604bb2b6aae5340b56175ee67c83e2a9","Female","Married","Adult",1,2,126300,"Rent","Close","High","Message",1888
"6b7a1b7c527d858a85a69484afdaae91","Male","Single","Young",1,3,31600,"Loan","Close",NA,"Brochure",476
"55584d64c71eee56dce615488e7562b4","Female","Married","Young",3,1,108100,"Own","Far","High","Brochure",2632
"00ba430bd548e6bdc93f1af344870952","Female","Single","Adult",3,1,43300,"Loan","Close","Low","Message",326
"272e279ffeab8950072cf8740f3f21aa","Female","Single","Young",0,2,17900,"Own","Far","Low","Call",446
"ece7fbce48d5f201878feaa3c2597a5b","Male","Single","Adult",1,2,50100,"Own","Far","High","Call",1071
"7bf7d5d8a8b0ad3fc8f6f2d03957f25b","Female","Married","Adult",0,1,74700,"Loan","Close","High","Call",1699
"0bcf47822dd14f4a178ea37cfc3720b7","Male","Married","Young",0,1,60000,"Own","Close","Medium","Brochure",966
"bd7fbd5fd393e0b3540a0edac4b69f00","Male","Single","Adult",0,3,33400,"Own","Close",NA,"Brochure",567
"425289317070ad4a9e2c3771df3aa231","Female","Married","Adult",0,3,68800,"Rent","Close",NA,"Message",1658
"14dd5a1cd3cae5a47e9cf120652524f6","Female","Single","Adult",2,1,25700,"Rent","Close","Low","Brochure",173
"3a5c11530a0aa609935ed5f8f13ab8e7","Male","Married","Adult",0,2,83700,"Rent","Close","High","Brochure",3344
"5dd0614d0bfc557a370be9c0984007b9","Male","Single","Adult",0,2,50500,"Loan","Close","Medium","Brochure",1029
"3e7ac8fad80c8843f1fdc4df6b5155f4","Female","Single","Adult",0,1,17300,"Rent","Close","Low","Brochure",345
"9fa38c9da235b1255a3d35f0e24878b2","Male","Single","Adult",0,1,45800,"Own","Close",NA,"Message",712
"76fe8a623427d71cd5bc8ba768ba1115","Male","Married","Young",0,1,108900,"Rent","Close","High","Brochure",1841
"644086acd80d303a522a50be6a10691d","Female","Married","Young",2,1,60500,"Rent","Close","Low","Brochure",409
"ac656a68e4f32aecd558304cb330a109","Female","Married","Young",0,2,84100,"Own","Far","High","Call",2710
"a7d4a60b6aad98676230391ea10d07d1","Male","Married","Adult",0,2,25100,"Own","Far","Medium","Call",592
"c8d533bd2d87b0041c5a1e7cf584c1ee","Male","Married","Adult",1,2,69900,"Rent","Close",NA,"Message",2101
"2ff264fd149c417cc816fd22cb53ff13","Male","Married","Adult",0,3,97100,"Own","Close",NA,"Call",1473
"8d89f2a9a845ee840e3449575a831b7d","Female","Married","Young",2,1,72200,"Rent","Close","Medium","Message",715
"31bb83b6a58c3dcb9220fc9aeae9c4ce","Female","Married","Young",0,3,78900,"Loan","Far","High","Brochure",2233
"ea3fdc14f0049de7e92fcf106e4e9385","Female","Single","Adult",3,3,62500,"Own","Far",NA,"Message",921
"e1e688224463458de02d188b333736cd","Female","Single","Young",1,3,17800,"Rent","Close","Low","Brochure",216
"41cd751a81b38ee635ecec680353737f","Female","Married","Young",1,3,105500,"Rent","Close","High","Call",1781
"3a5f6b35c21834e946d021e13d157964","Female","Single","Young",2,3,46100,"Rent","Close","Low","Brochure",418
"c2753bd1bbb0d40f0ae4d4bad18c6bb5","Male","Single","Adult",1,1,27100,"Rent","Close","Low","Brochure",268
"cf89e44e34d4c3e48cf8b10008597e8c","Male","Married","Young",1,1,60300,"Rent","Far",NA,"Brochure",1252
"2955c431d6e9f2f74140edc8afbb7570","Female","Single","Young",0,1,12000,"Rent","Close","Low","Call",140
"35796c20d3d41d8d240947a36cc7d694","Female","Single","Adult",0,1,48400,"Loan","Close","Medium","Brochure",992
"1416bc21b4ede2897edc17e1a11cfe6e","Male","Single","Young",0,3,45600,"Rent","Close","Medium","Message",1388
"a7d5062d794b2071d940e732b3103469","Female","Single","Young",2,2,35200,"Own","Close","Low","Call",233
"6ad76fa09e21d968e2c76d988d7ef4a5","Male","Single","Adult",0,2,60200,"Own","Far","High","Message",2304
"b503b394f08e77ae6e750e043801fc23","Female","Married","Young",1,1,53900,"Loan","Far","High","Message",2177
"fbefecd870c649d08ab581de2e795fb2","Male","Married","Young",2,2,70400,"Loan","Close",NA,"Message",1127
"61e82b0277a431b69fffad2c48adf679","Male","Married","Adult",0,1,36900,"Loan","Close","Medium","Call",721
"9e02f5476339ad90ad08320aaefa59e6","Female","Single","Young",0,3,36100,"Own","Close","Medium","Message",438
"799e1718e8f76ab2e47c53d2bb12bbc5","Female","Single","Adult",2,1,11000,"Own","Close",NA,"Message",393
"a6112c06658e3a0661a376281f6adab9","Male","Single","Young",0,1,61600,"Own","Close",NA,"Call",1666
"e7d8b5204b16242131fc65ec8809f70a","Male","Married","Young",1,3,88700,"Loan","Close",NA,"Message",2448
"e12131ef970f325f9b2d160d536efbb2","Female","Married","Young",1,1,88600,"Loan","Far","High","Call",2563
"15251e4839108832cbfda68fd2fe0b47","Male","Married","Young",0,3,79500,"Rent","Close","High","Message",1763
"5ded5630850e28946139466398aa49be","Female","Single","Adult",1,3,18900,"Loan","Close","Low","Call",184
"ce8dc534204af019f591d8056bab712f","Female","Single","Young",0,2,17300,"Own","Close","Low","Call",166
"489577b75f7c03e44861a75a63c45ddf","Female","Married","Adult",2,3,81400,"Own","Close",NA,"Message",1014
